,Date,tweet
8374,2016-08-03, happy to hear you got it camrin microsoft created coletivo do esporte a crowdfunding site dedicated to helping brazilian youth and communities thanks for the love 
8378,2016-08-02, great to hear what s your favorite feature on the phone 
8379,2016-08-01, thanks for the love glad you enjoyed the video richard after ziad is father died of a heart attack he dedicated his career to building a technology that could save lives 
8382,2016-07-29,on the peakschallenge the long hours and complex logistics can be as demanding as the climbs 
8383,2016-07-28,learn how technology allows to talk to his wife and play with his son in gleasonmovie 
8384,2016-07-27,introducing microsoftpix a smart camera app that takes better photos without extra effort 
8385,2016-07-26,from a programmable prosthetic to an anti bullying vr app imaginecup finalists are changing the future with tech 
8386,2016-07-22,prep tech amp expertise can not prevent the unexpected see melissa amp maddie on their first climb of peakschallenge 
8387,2016-07-20,introducing the keyboard app that predicts the perfect emojis a team of doctors and a new tech powered treatment from are helping infants heal at home 
8389,2016-07-18,introducing microsoft stream a new video service for business being inclusive isn t something we do it s something we stand for 
8391,2016-07-12,this gear will help conquer peaks in days follow her journey recap wpc day remember our old friends they re on this thursday congrats guys intergalactic star john boyega and champion dr jennifer tang team up to judge this year s imaginecup 
8395,2016-07-11,she is climbing peaks in states in days meet wpc kicks off in minutes with a keynote by microsoft ceo watch it live 
8397,2016-07-07,we join the millions mourning in baton rouge falcon heights and dallas and we stand with those committed to change around the world thanks for your support imagine the internet s data in shoebox microsoft amp researchers are working on that researchers at microsoft amp are working to store the world s data inside dna here s how 
8401,2016-07-01,from tasting notes to inventory tracking microsoft helps make wine his way ad 
8402,2016-06-30,our employee lgbt group is about being who you are hellopride we re joining the to aid refugees by empowering nonprofits with tech volunteers amp funding join us 
8404,2016-06-29, if you re serious about your craft it allows you room to be playful ad 
8405,2016-06-28, on the promise of ai microsoft technology helps the black sheep of the wine industry do things his way ad wine world outsider is making his legacy on his own terms here is how we are helping him ad 
8408,2016-06-27,watch it live gives you a tour of the surface lab watch as engineer builds a bot 
8410,2016-06-24, shares how stem allows you to invent your future how will you makewhatsnext this summer 
8411,2016-06-23,this year s teams could change the future of technology imaginecup 
8412,2016-06-22, is turning animal waste into clean energy learn how 
8413,2016-06-21,ethan jackson is using machine learning to help mitigate disease before an outbreak ever occurs 
8414,2016-06-20, congratulations see the story is supporting farming families and helping the environment see how thanks for your support great to hear thanks so much 
8420,2016-06-17,waste bacteria and a brilliantly simple idea could change farming globally alex is biodigester could change farming globally now he is using microsoft tech to share it 
8422,2016-06-15,thanks thanks for your support 
8424,2016-06-14,her team is redefining gaming to include everyone 
8425,2016-06-13,phil spencer on microsoft is vision for the future of gaming recap everything we announced at xboxe microsoft to acquire linkedin 
8428,2016-06-10,more than half the world is offline but is helping change that 
8429,2016-06-09,educators here s how to get early access to minecraft education edition 
8430,2016-06-07,our plans for the future and lessons learned from the past 
8431,2016-06-01,make the most of new windows capabilities as the new windows insider lead learn how is making great technology invisible 
8433,2016-05-29,follow every turn during the th running of the indy 
8434,2016-05-25,his art isn t complete without audience participation see why 
8435,2016-05-24,join as he chronicles his travels across asia on our instagram channel watch how this organization is tapping unused tv channels to bring affordable internet to rural kenya 
8437,2016-05-20, the experience will only happen in that moment that day that second that place it will never repeat at the intersection of digital technology amp fine art he s creating personal experiences 
8439,2016-05-19, we re making every piece of tech into a plaything 
8440,2016-05-17,london is is putting the internet of things in more people s hands literally with perfectly controlled technology he s embracing the beauty in chance microsoft ceo joins sap ceo on stage at sapphirenow watch it live 
8443,2016-05-13,his passion for systems technologies and teaching got him a job on the microsoft corporate team 
8444,2016-05-09, thanks for sharing we would love to hear more could you dm us with your contact information at seattle is they are using technology to do science differently learn why 
8446,2016-05-06,with kinect technology breaks down the walls between artists and audiences off the field and in the classroom inspires kids to pursue stem 
8448,2016-05-05, it s a true discovery doing science alexis is research could lead to a single drug that will prevent a multitude of life threatening diseases 
8450,2016-05-03,alexis uses this d printer to make genetic material learn why using innovative technology and unconventional biology alexis and are tackling global inequality 
8452,2016-05-02,he s researched speech recognition with us for years recognizes for helping create the future 
8453,2016-04-26,what will tomorrow s workplace look like join us to find out 
8454,2016-04-25,get the gift for your grad this year happy to hear it thanks 
8457,2016-04-22,energy efficient pesticide free sustainable farming ft below london is busiest streets earthday 
8458,2016-04-19, glad to hear it tomorrow is workplace looks nothing like yesterday is it is responsive adaptive and constantly changing 
8460,2016-04-18, the most powerful computer nowadays is in the cloud you do not even see it the revolution will be invisible 
8462,2016-04-14, thanks for sharing great to hear thanks for the love 
8464,2016-04-11, glad to hear it want to know what a no tech lounge looks like step inside our newest workspaces 
8466,2016-04-08,how do you predict the unpredictable ask walter thanks glad to hear it 
8468,2016-04-07, thanks for the love 
8469,2016-04-06,with no banks in rural myanmar she financed her umbrella business in the cloud with 
8470,2016-04-04,a life changing disease led this expert engineer to help microsoft make its tech more accessible starting now kicks off env our conference for business amp tech leaders watch it live in minutes kicks off env our conference for business amp tech leaders watch it live 
8473,2016-04-02,every day we re proud to have employees like kyle and others with autism on our team waad 
8474,2016-03-31, glad you enjoyed thanks for the love build day starting now watch the keynotes live build day starts soon watch the keynotes live 
8478,2016-03-30, oh yeah have you read his origin story hey build can someone let the guy in s call to developers at build a demo of what s possible with microsoft cognitive services the seeing ai app build a demo of what s possible with microsoft cognitive services the seeing ai app build on the new platform for conversations at build learn more on our approach to intelligent computing at build learn more build learn more sure do here is more on bryan bring it on on technology and society watch the build live stream it s showtime build begins now minutes until build kicks off watch it here build starts in minutes watch the keynotes live 
8493,2016-03-29,four musicians are using tech to transform their live performances find out how we would love to learn more about you work if you would want to chat with us please share your email in a direct message thanks if only cortana could help us set up all these chairs build starts tomorrow tomorrow build here s how to watch the keynotes live we re getting ready for build are you countdown to keynotes 
8498,2016-03-28, thanks 
8500,2016-03-25,learning from tay is introduction 
8501,2016-03-23,one week from today build watch it live thanks for sharing ada wrote the first machine algorithm years before computers were invented what will you make makewhatsnext 
8504,2016-03-22, thanks 
8505,2016-03-21, hi there we are inspired by your work and would love to collaborate can you dm us your e mail so we can get in touch 
8506,2016-03-18, 
8507,2016-03-16,introducing the official bracketologist of the ncaa predicts meet creators of tablets built by hand in buffalo today we welcome them to the windows family glad to hear it 
8510,2016-03-15, great to hear hope you enjoy it thanks for the love thanks for your support 
8513,2016-03-14, glad to hear it 
8514,2016-03-11, glad you liked it jeff thanks for your support thanks for your support 
8516,2016-03-10,this looks amazing we ll be watching good luck with it 
8517,2016-03-09, we hope it inspires her too thanks for your support sarah invented the underwater telescope what will you make makewhatsnext thanks for your support let is do it thanks for your support congratulations thanks for supporting fellow female inventors thanks for sharing and celebrating with us thanks for your support martha invented signal flares what are you going to make makewhatsnext thanks for your support congratulations marcia what an inspiring achievement thanks for supporting fellow inventors with us 
8528,2016-03-08,bertha invented brake pads what are you going to make iwd makewhatsnext thanks for the love and helping us celebrate all things woman made thanks for your support thanks for supporting fellow women in stem yvonne invented satellite propulsion what are you going to make makewhatsnext iwd glad to hear it thanks for your support today and every day as we celebrate all things woman made thanks for your support thanks for the love and for helping us support all women today hooray indeed thanks for celebrating fellow women in stem with us rachel thanks for the love thanks for your support thanks for the love here s more info on our programs to support inventive women maria invented heart surgery adhesive what are you going to make makewhatsnext iwd 
8541,2016-03-07,patricia invented geobond what are you going to make iwd makewhatsnext thanks for celebrating iwd with us thanks for celebrating with us aileen thanks for your support thanks for your support as we celebrate all things woman made tabitha invented the circular saw what are you going to make iwd makewhatsnext maria invented the life raft what are you going to make iwd makewhatsnext you re welcome and thanks for sharing learn about other inventors here thanks for sharing and helping us inspire the next generation of female inventors makewhatsnext thanks for your support and helping us celebrate everything woman made we are excited too thanks for spreading the word thanks for all your support and helping us inspire future inventors and women in stem thanks for celebrating with us you can learn about more female inventors here can you name any women inventors we asked girls who love science this question iwd makewhatsnext 
8555,2016-03-02, thank you for your support 
8556,2016-03-01, thanks for sharing the love love seeing womenintech keep inspiring thank you glad you enjoyed it 
8559,2016-02-29, we are excited too 
8560,2016-02-26, glad to hear it 
8561,2016-02-25,we re supporting the precisionmedicine initiative with no cost genomics data hosting on azure 
8562,2016-02-24,these designers are changing what communication looks like you are welcome 
8564,2016-02-23,want to ace your technical interview at microsoft here is how 
8565,2016-02-19,innovation happens when we work together we re committed to the future of iot 
8566,2016-02-18,across miles countries amp continents runs a marathon per day in support of charity 
8567,2016-02-17,introducing the microsoft wireless display adapter 
8568,2016-02-16,how does an year old compose his own masterpiece ask garrett 
8569,2016-02-12,this muralist illuminates the space between perfect amp imperfect with the help of 
8570,2016-02-11,she s using tech to better understand and treat ms womeninstem researchers are using kinect to tackle multiple sclerosis we re making fetch happen download this experimental new app for ios that identifies dog breeds from just a pic 
8573,2016-02-10,microsoft colleagues devote time and energy to support local arts scene and thousands of other causes whyigive microsoft hiring program opens doors to people with autism 
8575,2016-02-09,meet kyle a promising young developer on the team 
8576,2016-02-05,imagining the future for nfl fans sb 
8577,2016-02-04, 
8578,2016-02-03,this datacenter makes less noise than the crabs that crawl on it 
8579,2016-02-02,who lives in a data center under the sea 
8580,2016-02-01, great ways to prepare for the superbowl video going deep with the projectnatick undersea datacenter concept if nautical data is something you wish ya we in luck here down in the muck here under the sea you will never believe where we are putting this datacenter 
8585,2016-01-29,congrats from start up to success more business bootcamp 
8587,2016-01-27,we re honored to support on the premiere of gleason at this year s 
8588,2016-01-26, happy to hear it karen 
8589,2016-01-25, hi there we are inspired by what you do and would love to chat more could you dm us your e mail it s not just f tbol for players it s passion purpose and preparation passionpowers 
8591,2016-01-22, thanks hope it makes waking up a bit easier 
8592,2016-01-21,hitting snooze isn t an option with the new mimicker alarm available free on android devices 
8593,2016-01-19,step inside tomorrow s classroom with new onenote learning tools when it comes to the cloud trust and security are paramount 
8595,2016-01-15, thank you thank you thank you great to hear 
8599,2016-01-14, thanks for the love sue happy to have you 
8600,2016-01-13, we are inspired by your work and would love to collaborate could you respond with your e mail so we can get in touch we are inspired by your work and would love to collaborate could you respond with your e mail so we can get in touch we are inspired by your work and would love to collaborate could you respond with your e mail so we can get in touch we are inspired by your work and would love to collaborate could you respond with your e mail so we can get in touch 
8604,2016-01-12,our ceo a guest tonight at the state of the union address sotu agree or disagree make your voice heard during tonight s sotu thanks for the love after discovering his love of tech in a youth detention center he is now helping others build a brighter future 
8608,2016-01-11, thanks for the love 
8609,2016-01-08,proud to celebrate all forms of digital creativity with s ikprize this week met students teachers amp entrepreneurs who are making an impact with tech in the middle east 
8611,2016-01-07,with an app and a smart phone they re bringing the power of modern medicine to rural uganda 
8612,2016-01-06, thanks for stopping by thanks for the love 
8614,2016-01-05, thanks for the love been there done that julie glixon makes sure global code is up to code great to hear enjoy 
8618,2016-01-04, happy to hear it 
8619,2015-12-30, the magical unicorn of jobs how a hard won education led to a dream career 
8620,2015-12-29, turns their concerts into immersive experiences using kinect 
8621,2015-12-28,for it all starts with a good melody 
8622,2015-12-23, happy to help she s making coding as simple as building with blocks meet of 
8624,2015-12-22,the more mistakes he makes the better s art gets no matter where you re going it s better than your desk outofoffice thanks for the love 
8627,2015-12-21,procrastinators rejoice digital gift cards are here she s helping the world fit more fitness in their lives meet of enjoy your time off 
8630,2015-12-17,because the world needs more awesomeness dogreatthings great tech is not enough to empower others we ve renewed our promise to do more 
8632,2015-12-16, enjoy your time outofoffice 
8633,2015-12-15, enjoy your time off 
8634,2015-12-14, thanks for sharing glad to hear it 
8636,2015-12-11, glad to hear it thanks for the love enjoy your time off alan enjoy your time outofoffice 
8639,2015-12-10, outofoffice excellence awaits set your ooo lock your desk drawers and go 
8640,2015-12-08,photographer shoots the great barrier reef with a lumia phone quantum computing explained thanks richard let us know if you have ideas for people to profile doing amazing things with our tech join us on tumblr we come bearing gifs glad to hear it you got it dm us your address and we ll send one your way 
8646,2015-12-07, hourofcode is here get started with the minecraft tutorial at 
8647,2015-12-04, thanks happy holidays glad to hear it thanks happy holidays remember our friends from our coverage rockongowild 
8651,2015-12-03,he is making a conversation with your computer as simple as talking to your best friend happy to be a partner in this film and the story it tells thanks for the inspiration and kind words 
8654,2015-12-02, congrats you ve been selected as our winner please dm us your address so we can send you the futurevisionsbook 
8655,2015-12-01,watch the world is generosity spread this givingtuesday with you called it two weeks ago 
8657,2015-11-19, hero continues to help students envision brighter futures with tech aew 
8658,2015-11-17,future visions original science fiction inspired by microsoft free ebook rt for a chance to win limited hard copy
8659,2015-11-16,learn to code with minecraft hourofcode thanks for coming lucas 
8661,2015-11-12,we are taking a stand to secure your data here is how 
8662,2015-11-11, thanks for coming thanks for stopping by 
8664,2015-11-10, see you soon excited to show you what s new 
8665,2015-11-09,when matt lydon was diagnosed with parkinson is his team rallied to make a difference thanks look forward to seeing you tomorrow and showing you what s new 
8667,2015-11-05, combines hand craftsmanship and digital technology to create striking comics 
8668,2015-11-03,dj is changing the way we make music 
8669,2015-10-31,the bing homepage is freaking us out go look 
8670,2015-10-29,introducing the sixth member of a custom robot built with kinect technology 
8671,2015-10-28,meet arrow a new android app from the microsoft garage free download every night when i go to bed i feel like wow i ve made an impact in the world beautiful design one of a kind tech and a mission of nonviolence in every bracelet 
8674,2015-10-27, it can only mean one thing how to switch from macbook to surface book 
8676,2015-10-26, enjoy surface book and pro on sale today learn more here 
8678,2015-10-23,monday live broadcast at p m edt halo for jeremie sloan and millions others like him is more than just a game 
8681,2015-10-22,building exceptional products starts with an exceptional understanding of human needs 
8682,2015-10-21,research and meet to navigate the future of drone technology where can we get one of those asking for a friend 
8684,2015-10-20, go here type outatime enjoy bttf available now xbox wireless adapter for windows virtual teleportation he is working on it we know the feeling 
8688,2015-10-19, thanks thanks for the love snl weekend update always a source for the coolest tech stories 
8691,2015-10-16, is inspiring a food revolution ft below the streets of london wfd 
8692,2015-10-15, ft under london an agricultural revolution thanks for the love check out twist an experimental new ios app from the microsoft garage 
8695,2015-10-14,her ability to code was only one reason she got the job ghc 
8696,2015-10-12, happy to hear it glad to hear it 
8698,2015-10-09,fun fact our employees in redmond eat orders of fries on campus each year fryday few have seen inside microsoft building until now pre order now surface book surface pro and microsoft band windows devices 
8701,2015-10-08,did you know users make up to billion minutes of calls daily for more fun facts sees firsthand how technology and entrepreneurship are transforming latin america 
8703,2015-10-07, let it go 
8704,2015-10-06,when there are no limits to what your devices can do there are no limits to what you can do with them recap all of the announcements from today is windows devices event in one handy blog post when there are no limits to what your devices can do there are no limits to what you can do with them nadella we approach every day focused on learning about people s aspirations and how technology can help them realize their true potential nadella at microsoft we make things that help you make things and make things happen windows devices nadella surface is built to perfect productivity we built office windows and surface together from the ground up windows devices nadella with xbox we are optimizing for experiences combining the power of console graphics with xbox live social gaming windows devices nadella we are building windows phone to be the most productive phone on the planet windows devices nadella lumia and xl with continuum are phones you can run your entire business on windows devices nadella we plan to invent new personal computers and computing windows devices nadella when we envision the oppty to create a new category we consider both new forms amp new functions simultaneously windows devices nadella we think of ourselves in the experience business we are not just building hardware for hardware sake windows devices nadella we build devices to create and complete magical experiences windows devices nadella your content data settings and apps need to be mobile with you windows devices nadella no single device will be the hub of activity forever the hub is you windows devices nadella as devices come and go and evolve you persist windows devices nadella what matters most is the mobility of your experience not the mobility of any single device windows devices nadella we built windows for a new era of more personal computing windows devices nadella since our launch in july we have grown to million active windows devices nadella we re making progress towards moving people from needing to choosing to loving windows windows devices his backstory is even more fantastic than his hat if you are wondering about the guy in the fedora windows devices starting now windows devices watch it live here watching the live stream tag your posts with windows devices starting in minutes good morning team let is do this thanks for coming team on it hi back sorry about the different lines glad you made it prime seating good thing it is not a gallagher show enjoy minutes until lights camera action windows devices watch the livestream here starting in hour tune in to our livestream and get a front row seat windows devices 
8735,2015-10-05,tomorrow windows devices 
8736,2015-10-01,shh step inside the world is quietest place ever wanted to work here check out the all new microsoft jobsblog for a taste of what it s like how would you use technology to change the nfl your idea could win you k and a trip to super bowl 
8739,2015-09-30, isup nice ninjacat shirt there are over apps in the windows store with hundreds added every day learn more 
8741,2015-09-29, glad to hear it glad you are excited see you there follow this link and you can add it to your calendar one week from today watch live to see the new windows devices 
8745,2015-09-28,this week our special guest editor on the microsoft instagram account has been downloaded over m times on iphones ipads amp androids more fun facts 
8747,2015-09-24,meet the artist who draws some of the most iconic characters in comics 
8748,2015-09-23,podcast microsoft is peggy johnson talks to about what is different about us these days 
8749,2015-09-22,built for teamwork thenewoffice is here 
8750,2015-09-19, enjoy we can not wait to see what you create with it all 
8751,2015-09-18, thanks for the love glad to hear it thanks for the love peak to peak these modern explorers are traversing miles of snow capped mountains 
8754,2015-09-17,we are making a m commitment to computer science education youthspark 
8755,2015-09-15,the mission bring is mark watney home from mars 
8756,2015-09-14,dance meets tech in a way you have never seen before watch it live on october windows devices 
8758,2015-09-13, go here type this ba enjoy bitday 
8759,2015-09-11, begins a cross country journey to honor us veterans proud to sponsor oldgloryrelay 
8760,2015-09-08, thanks for the love thanks for the love meet versatile vidya classical singer hacker for good and program manager at microsoft 
8763,2015-09-01, glad to hear it thanks for the love a customer centric mindset has allowed her to become one of the most powerful woman engineers in the world 
8766,2015-08-31,monday motivation 
8767,2015-08-28, glad to hear it thanks for the love only eight years old this youthspark camper is already mastering code 
8770,2015-08-25,this youthspark star teaches another star to code at weday 
8771,2015-08-24, happy to hear it we know the feeling technology changed his life now he helps youth change theirs 
8774,2015-08-20,watch this interactive installation allow people to experience music in a whole new way 
8775,2015-08-19,fifteen high tech cubes want to meet you 
8776,2015-08-18, givethem challenge accepted you re next she is using the internet to help brighten futures for students in kenya these german dairy farmers are pioneering the internet of cows 
8779,2015-08-14,this man and a yellow shipping container bring the light of the internet to rural kenya 
8780,2015-08-13,the winner of oneweek onenote for learning a technology that helps students overcome literacy obstacles the votes are in see the winning project from this year is oneweek hackathon 
8782,2015-08-12,this man grows roses and the internet at the center of the world 
8783,2015-08-11,a family farm in kenya uses a novel way to communicate with the rest of the world 
8784,2015-08-10,he is bringing the internet to rural kenya here is how 
8785,2015-08-06,they came they cheered they rocked recap their week at the special olympics world games 
8786,2015-08-05,two athletes inspire family and coaches in pursuit of their personal best 
8787,2015-08-04,training meets passion in these athletes quest for gold 
8788,2015-08-03,behind every athlete are supporters who help them achieve their personal best 
8789,2015-07-31,starting now imaginecup world championship webcast 
8790,2015-07-30,athletes traveled from across the globe to to jump higher run faster and achieve their personal bests one kenyan principal uses the power of tech to turn students into successful citizens from inside a solar powered shipping container this man brings the internet to kenya 
8793,2015-07-29,the nomadic internet is empowering students in kenya see what saw 
8794,2015-07-28,sam and mattie hop off a plane at lax and interview athletes at la congratulations to china s xing le the winner of five gold medals in gymnastics at la congratulations sounds like a great morning good luck to all the athletes this week la great photo best of luck to all the la athletes photo gallery the athletes of the special olympics look like a great group enjoy la 
8801,2015-07-27, great photo do you mind if we use it in a tweet about the special olympics great photo do you mind if we use it in a tweet about the special olympics great photo do you mind if we use it in a tweet about the special olympics great photo do you mind if we use it in a tweet about the special olympics great photo do you mind if we use it in a tweet about the special olympics great photo do you mind if we use it in a tweet about the special olympics great photo do you mind if we use it in a tweet about the special olympics great photo do you mind if we use it in a tweet about the special olympics inside the cartoon mind of hugh macleod 
8810,2015-07-24,rawr big week ahead they met at amp became best friends now they ll be bringing you stories from la ff to our fellow sponsors amp let is do this la 
8813,2015-07-23, meet with to hear his advice for special olympics athletes as they prep for la see what happens when you cross pollinate beekeeping and drones racing for gold athlete matthew pascoe nears the la finish line 
8816,2015-07-22,world record holder andy miyares is swimming for another gold at la follow his journey 
8817,2015-07-21, siliconvalley star thomas middleditch joins panel of judges for imaginecup world finals 
8818,2015-07-20, your team looks ready good luck at la every athletes needs support way to show yours now that s intensity good luck at la go kanza leave em in your wake great photo do you mind if we use it in a tweet about the special olympics great photo do you mind if we use it in a tweet about the special olympics great photo do you mind if we use it in a tweet about the special olympics great photo do you mind if we use it in a tweet about the special olympics great photo do you mind if we use it in a tweet about the special olympics great photo do you mind if we use it in a tweet about the special olympics great photo do you mind if we use it in a tweet about the special olympics 
8829,2015-07-16,xing le will leave her son her husband and her country for the first time in pursuit of special olympics gold the flameofhope rolls on onward to la looking forward to seeing the flameofhope at la learn how low tech meets high tech in the hand lettering industry 
8834,2015-07-15, happy to hear it thanks thanks for the love best of luck with all your work at la runner daniel wolff will race for his family s second gold medal thanks for the love meet the italian entrepreneurs who are shaping the future of home automation great photo do you mind if we use it in a tweet about the special olympics great photo do you mind if we use it in a tweet about the special olympics great photo do you mind if we use it in a tweet about the special olympics great photo do you mind if we use it in a tweet about the special olympics great photo do you mind if we use it in a tweet about the special olympics 
8846,2015-07-14,now available the universal foldable keyboard watch it in action 
8847,2015-07-13, turns students from users of technology to creators of technology in just nine months 
8848,2015-07-10, great to hear are not they the best thanks for being such a huge supporter of the see you at la thanks to your team for supporting the now that s dedication be proud coach thanks to michael for carrying the torch you ll look great at la good luck playunified that s a ton of ribbons nice work do gold medals run in your family for runner daniel wolff they do 
8857,2015-07-09,matt pascoe isn t stopping at silver see him prepare for gold at la you are a datawizard in our eyes molly 
8859,2015-07-08,watch swimmer andy miyares prepare to take on the open water mile at la great photo do you mind if we use it in a tweet about the special olympics great photo do you mind if we use it in a tweet about the special olympics great photo do you mind if we use it in a tweet about the special olympics great photo do you mind if we use it in a tweet about the special olympics great photo do you mind if we use it in a tweet about the special olympics great photos do you mind if we use one in a tweet about the special olympics great photo do you mind if we use it in a tweet about the special olympics 
8867,2015-07-07,video the unifiedrelay comes to redmond with spokesdudes we know the feeling thanks for the love microsoft and the bbc micro bit a million ways to inspire a generation 
8871,2015-07-06, absolutely can you send us a dm and we can explain in more detail thanks again great photo do you mind if we use it in a tweet about the special olympics great photo do you mind if we use it in a tweet about the special olympics great photo do you mind if we use it in a tweet about the special olympics great photo do you mind if we use it in a tweet about the special olympics great photo do you mind if we use it in a tweet about the special olympics great photo do you mind if we use it in a tweet about the special olympics great photo do you mind if we use it in a tweet about the special olympics great photos do you mind if we use them in a tweet about the special olympics meet sonja rasula founder of the world s largest made in america shopping event download tossup a new event planning app from microsoft garage ios android phones 
8882,2015-07-02, we will be at the world games in la too see you there great photo do you mind if we use it in a tweet about the special olympics great photos do you mind if we use them in a tweet about the special olympics welcome to microsoft looking forward to welcoming the unifiedrelay to campus today seattle we re proud to be a sponsor fireworks see you at gas works 
8887,2015-07-01, athlete daniel wants to go into the family business winning gold medals 
8888,2015-06-30, thank you thanks for the love if you read about australian quadruplet athlete today make it matt pascoe from the microsoft garage make a dock for your surface dprinting meet athlete and world record holder andy miyares 
8893,2015-06-29, glad you are enjoying it william thanks for the love melanie great to hear we would still love to talk to you about our work with special olympics can you share your email in a dm and we will be in touch 
8897,2015-06-26, happy to hear it we cant wait either thanks for the love he got computer science programs into high schools across the country and he is far from done 
8901,2015-06-25,podcast and use bigdata to predict the future and use bigdata to predict the future how tech is revolutionizing a school system in miami florida we would love to talk to you about our work with special olympics can you share your email in a dm and we will be in touch we would love to talk to you about our work with special olympics can you share your email in a dm and we will be in touch microsoft pride this is who i am 
8907,2015-06-24, thanks for the love what have you captured lately thanks glad you are enjoying them office for android phone is here download it today 
8910,2015-06-23, sounds like a plan we like pina colodas andgettingcaughtintherain great setup glad you like it we re living in magical times what should we do together next guerrilla gardener ron finley started an urban food revolution in la that has grown worldwide is that a computer on your keychain meet the ideacentre stick 
8916,2015-06-22, thanks for the love happy to hear it we re teaming up with and to transform racing with windows 
8919,2015-06-19, thanks for sharing we agree u of washington and tsinghua university announce new science amp tech institute we re glad to be a founding partner 
8921,2015-06-18,explore the crossroads of art and engineering interested in talking to you about our work w special olympics could you dm us your e mail so we can share more details interested in talking to you about our work w special olympics could you dm us your e mail so we can share more details interested in talking to you about our work w special olympics could you dm us your e mail so we can share more details interested in talking to you about our work w special olympics could you dm us your e mail so we can share more details interested in talking to you about our work w special olympics could you dm us your e mail so we can share more details interested in talking to you about our work w special olympics could you dm us your e mail so we can share more details 
8928,2015-06-17,how microsoft tech is helping this researcher study infectious disease 
8929,2015-06-16, glad you enjoyed it our special olympics spokesdudes talk about their personal goals then proceed to crush them 
8931,2015-06-15, great to hear glad you are excited more news to come thank you glad to hear it thanks glad to hear it glad to hear it microsoft ceo chats with xbox fans after the xboxe briefing recap e glad you are enjoying it great to hear thanks for the love starting in minutes the xboxe briefing watch it live at 
8943,2015-06-12, thanks for the love thanks for the love happy to hear it glad you re enjoying it we hope it helps you domore 
8948,2015-06-11, glad you like your new surface wow thank you thanks for the love thank you david harris diversifying the tech industry one student at a time our dedicated disability answer desk now supports american sign language accessibility 
8954,2015-06-10,researcher uses mosquitoes drones amp cloud computing to prevent the spread of disease 
8955,2015-06-09,this pacific northwest island retreat is showing kids the ultimate d experience the great outdoors 
8956,2015-06-08,meet the blind microsoft intern who s proving his doubters wrong 
8957,2015-06-05, thanks thanks for the love 
8959,2015-06-02, glad you are excited looking good meet hosts of microsoft s coverage of the thanks we are excited too we are excited too thanks for sharing best friends filmmakers and now corporate spokesdudes meet hosts of our specialolympics coverage 
8965,2015-06-01, our pleasure thanks for the love glad you are looking forward to windows our pleasure enjoy thanks we agree 
8969,2015-05-29, thanks for the love thanks happy you like it glad you like it aren t andy and his buses amazing 
8973,2015-05-28, thanks very much thanks for the love thanks very much thanks for sharing glad you like it world premiere of above below and in between a composition conducted by kinect amp performed by 
8978,2015-05-27, congrats we hope to make it interesting great use of onenote good luck with your book great to hear thanks for the love happy to hear it thanks very much very true happy to hear it thanks for the love glad you like it video these graffiti covered buses are moving kids in detroit in more ways than one 
8986,2015-05-26, glad you re excited how do you use cortana thanks for the love we agree glad to hear your team finds it helpful thanks for the love thanks what s your favorite microsoft app right now glad to hear you re enjoying your new band we know the feeling 
8993,2015-05-22,video how microsoft is powering the maker community iot 
8994,2015-05-21, great to hear thanks for sharing we know the feeling whether your goal is to lose weight or just live healthier our technology can help 
8997,2015-05-20, thanks for sharing have you had a chance to check it out yet cool which lumia are you rocking we are glad to hear you are liking it how do you use the new app great to hear you are enjoying the new app do you have a favorite feature appreciate the love nice which lumia do you use thanks glad you are excited glad you are excited have you had a chance to check out the app yet we re interested in talking with you about a soccer app that may interest your audience can you please dm us your email we re interested in talking with you about a soccer app that may interest your audience can you please dm us your email we re interested in talking with you about a soccer app that may interest your audience can you please dm us your email we re interested in talking with you about a soccer app that may interest your audience can you please dm us your email 
9009,2015-05-19,madridistas get exclusive access to the team amp players with the new app powered by microsoft 
9010,2015-05-15, seconds at mph this pilot depends on dataanalytics 
9011,2015-05-14,this would look great on your desk introducing the designer bluetooth desktop just released microsoft hyperlapse smoother and faster videos from any camera 
9013,2015-05-13, great shot francis we agree alexandra pretty exciting is not it thanks for the love thanks for the love raya inside a real life school of rock part of the vibrant entrepreneurial scene that s reviving detroit 
9018,2015-05-11,did you hear the one about the swiss couple who started a beanie business in bolivia domore 
9019,2015-05-08,congratulations to microsoft employee on being named chair of the national games in seattle excited to have the national games in our home state of washington way to go 
9021,2015-05-07,microsoft hosts summit to create the next wave of products to empower people with disabilities 
9022,2015-05-06, pretty convenient right thanks for the love interesting indeed follow the link to learn more click the link and you will find out want to see what s going on behind this door smash tests fire suits amp indoor tornados here s how ul s controlled mayhem makes the world safer 
9028,2015-05-05, thanks for the love do you have a favorite app the current land speed record is set at mph this team is on the pursuit to break it how is embracing the fans of the future and undergoing a digital revolution 
9031,2015-05-04,video we re working with to connect one stadium to million fans looks great thanks for sharing starting in minutes microsoft ceo speaks at msignite watch it live here 
9034,2015-05-02,weekend reading build recap 
9035,2015-04-30,on stage at weday and youthspark star talk about how anyone can learn how to code 
9036,2015-04-29, thanks michael we are pretty excited thank you aaswad clever that tweet must have taken some focus thanks jamie thank you we are excited to empower our partners 
9041,2015-04-28, glad you like it 
